rodada,posicao_ebt,nota,dt_inicio_avaliacao,dt_fim_avaliacao,uf,nome_uf,municipio,populacao,pontos_resposta_perguntas,pontos_transp_passiva,total_pontos,nota_1
2,654,1.39,05/08/2015,19/08/2015,MG,Minas Gerais,Palmopolis,6537,0,500,500,1.39
2,654,1.39,01/08/2015,05/11/2015,MG,Minas Gerais,Heliodora,6455,0,500,500,1.39
2,654,1.39,03/08/2015,18/08/2015,MG,Minas Gerais,Bandeira,5039,0,500,500,1.39
2,654,1.39,04/08/2015,19/08/2015,MG,Minas Gerais,Cedro do Abaete,1222,0,500,500,1.39
2,654,1.39,03/08/2015,18/08/2015,MG,Minas Gerais,Estiva,11329,0,500,500,1.39
2,654,1.39,03/08/2015,18/08/2015,MG,Minas Gerais,Argirita,2907,0,500,500,1.39
2,654,1.39,29/07/2015,18/08/2015,RS,Rio Grande do Sul,Tres Arroios,2885,0,500,500,1.39
2,654,1.39,27/07/2015,20/08/2015,MS,Mato Grosso do Sul,Jatei,4044,0,500,500,1.39
2,654,1.39,27/07/2015,15/09/2015,MS,Mato Grosso do Sul,Japora,8429,0,500,500,1.39
2,654,1.39,29/07/2015,19/08/2015,MT,Mato Grosso,Sao Jose do Rio Claro,18701,0,500,500,1.39
2,654,1.39,29/07/2015,19/08/2015,MT,Mato Grosso,Sao Pedro da Cipa,4393,0,500,500,1.39
2,654,1.39,03/08/2015,18/08/2015,MT,Mato Grosso,Juruena,13424,0,500,500,1.39
2,654,1.39,30/07/2015,17/08/2015,MT,Mato Grosso,General Carneiro,5267,0,500,500,1.39
2,654,1.39,29/07/2015,16/10/2015,MT,Mato Grosso,Cocalinho,5527,0,500,500,1.39
2,654,1.39,29/07/2015,17/08/2015,MT,Mato Grosso,Colniza,32230,0,500,500,1.39
2,654,1.39,28/07/2015,17/08/2015,RS,Rio Grande do Sul,Dona Francisca,3397,0,500,500,1.39
2,654,1.39,07/08/2015,08/09/2015,RS,Rio Grande do Sul,Barra Funda,2487,0,500,500,1.39
2,654,1.39,17/08/2015,04/11/2015,SC,Santa Catarina,Aurora,5668,0,500,500,1.39
2,654,1.39,31/07/2015,20/08/2015,GO,Goias,Cachoeira de Goias,1430,0,500,500,1.39
2,654,1.39,31/07/2015,21/08/2015,GO,Goias,Caiaponia,17962,0,500,500,1.39
2,654,1.39,31/07/2015,09/10/2015,GO,Goias,Caldas Novas,79705,0,500,500,1.39
2,654,1.39,29/07/2015,06/10/2015,GO,Goias,Anicuns,21338,0,500,500,1.39
2,654,1.39,29/07/2015,21/08/2015,GO,Goias,Aragoiania,9278,0,500,500,1.39
2,654,1.39,30/07/2015,17/08/2015,MT,Mato Grosso,Uniao do Sul,3594,0,500,500,1.39
2,654,1.39,30/07/2015,21/08/2015,GO,Goias,Barro Alto,9820,0,500,500,1.39
2,654,1.39,29/07/2015,19/08/2015,MT,Mato Grosso,Serra Nova Dourada,1492,0,500,500,1.39
2,654,1.39,31/07/2015,21/08/2015,GO,Goias,Piranhas,11238,0,500,500,1.39
2,654,1.39,29/07/2015,21/08/2015,GO,Goias,Mozarlandia,14558,0,500,500,1.39
2,654,1.39,29/07/2015,21/08/2015,GO,Goias,Matrincha,4505,0,500,500,1.39
2,654,1.39,03/08/2015,21/08/2015,GO,Goias,Cezarina,8119,0,500,500,1.39
2,654,1.39,31/07/2015,06/10/2015,GO,Goias,Joviania,7398,0,500,500,1.39
2,654,1.39,31/07/2015,05/11/2015,GO,Goias,Sao Francisco de Goias,6328,0,500,500,1.39
2,654,1.39,28/07/2015,20/08/2015,GO,Goias,Sao Luis de Montes Belos,32164,0,500,500,1.39
2,654,1.39,28/07/2015,20/08/2015,GO,Goias,Santa Tereza de Goias,3868,0,500,500,1.39
2,757,1.25,31/07/2015,06/11/2015,ES,Espirito Santo,Linhares,160765,0,0,450,1.25
2,758,1.11,04/08/2015,19/08/2015,MG,Minas Gerais,Claudio,27579,0,400,400,1.11
2,758,1.11,27/07/2015,18/08/2015,AC,Acre,Marechal Thaumaturgo,16380,0,400,400,1.11
2,758,1.11,30/07/2015,13/10/2015,CE,Ceara,Catunda,10257,0,400,400,1.11
2,758,1.11,31/07/2015,06/11/2015,CE,Ceara,Granjeiro,4531,0,400,400,1.11
2,758,1.11,30/07/2015,19/08/2015,CE,Ceara,Barbalha,58347,0,400,400,1.11
2,758,1.11,30/07/2015,14/10/2015,CE,Ceara,Crato,127657,0,400,400,1.11
2,758,1.11,29/07/2015,06/11/2015,GO,Goias,Damianopolis,3383,0,400,400,1.11
2,758,1.11,07/08/2015,17/08/2015,RS,Rio Grande do Sul,Campina das Missoes,6112,0,400,400,1.11
2,758,1.11,28/07/2015,20/08/2015,MT,Mato Grosso,Campos de Julio,5969,200,400,400,1.11
2,767,0.83,30/07/2015,13/10/2015,CE,Ceara,Deputado Irapuan Pinheiro,9403,0,300,300,0.83
2,767,0.83,03/08/2015,19/08/2015,MA,Maranhao,Nova Colinas,5183,0,300,300,0.83
2,767,0.83,29/07/2015,19/08/2015,MA,Maranhao,Apicum-Acu,17712,0,300,300,0.83
2,767,0.83,31/07/2015,19/08/2015,MA,Maranhao,Governador Nunes Freire,25188,0,300,300,0.83
2,767,0.83,29/07/2015,19/08/2015,MA,Maranhao,Altamira do Maranhao,11699,0,300,300,0.83
2,767,0.83,02/08/2015,19/08/2015,MA,Maranhao,Lago do Junco,10565,0,300,300,0.83
2,767,0.83,02/08/2015,19/08/2015,MA,Maranhao,Loreto,11795,0,300,300,0.83
2,767,0.83,03/08/2015,19/08/2015,MA,Maranhao,Maranhaozinho,15384,0,300,300,0.83
2,767,0.83,29/07/2015,18/08/2015,MG,Minas Gerais,Senhora dos Remedios,10565,0,300,300,0.83
2,767,0.83,04/08/2015,19/08/2015,RJ,Rio de Janeiro,Sao Jose de Uba,7175,0,300,300,0.83
2,767,0.83,30/07/2015,15/09/2015,PR,Parana,Iguatu,2300,0,300,300,0.83
2,767,0.83,03/08/2015,15/09/2015,SP,Sao Paulo,Silveiras,6121,0,300,300,0.83
2,779,0.69,01/08/2015,05/11/2015,MG,Minas Gerais,Maripa de Minas,2934,0,0,250,0.69
2,779,0.69,29/07/2015,16/10/2015,AM,Amazonas,Nhamunda,20078,0,0,250,0.69
2,781,0.56,07/08/2015,22/09/2015,RN,Rio Grande do Norte,Timbauba dos Batistas,2408,0,200,200,0.56
2,781,0.56,05/08/2015,04/11/2015,RN,Rio Grande do Norte,Lagoa Nova,15110,0,200,200,0.56
2,781,0.56,29/07/2015,18/08/2015,MG,Minas Gerais,Serrania,7787,0,200,200,0.56
2,781,0.56,29/07/2015,17/08/2015,MG,Minas Gerais,Sao Joao Nepomuceno,26227,0,200,200,0.56
2,781,0.56,29/07/2015,17/08/2015,MG,Minas Gerais,Sao Geraldo do Baixio,3788,0,200,200,0.56
2,781,0.56,05/08/2015,19/08/2015,MG,Minas Gerais,Pedrinopolis,3638,0,200,200,0.56
2,781,0.56,29/07/2015,17/08/2015,MG,Minas Gerais,Santana do Riacho,4235,0,200,200,0.56
2,781,0.56,07/08/2015,16/10/2015,AL,Alagoas,Palmeira dos indios,73725,0,200,200,0.56
2,781,0.56,07/08/2015,16/10/2015,AL,Alagoas,Santana do Mundau,11070,0,200,200,0.56
2,781,0.56,05/08/2015,07/10/2015,BA,Bahia,Cristopolis,14247,0,200,200,0.56
2,781,0.56,03/08/2015,19/10/2015,SP,Sao Paulo,Santo Expedito,2988,0,200,200,0.56
2,781,0.56,03/08/2015,21/08/2015,SP,Sao Paulo,Sao Joaquim da Barra,49690,0,200,200,0.56
2,781,0.56,27/07/2015,16/09/2015,MS,Mato Grosso do Sul,Jaraguari,6779,0,200,200,0.56
2,781,0.56,30/07/2015,19/08/2015,MS,Mato Grosso do Sul,Antonio Joao,8612,0,200,200,0.56
2,781,0.56,30/07/2015,19/08/2015,MS,Mato Grosso do Sul,Douradina,5670,0,200,200,0.56
2,781,0.56,28/07/2015,16/10/2015,MT,Mato Grosso,Bom Jesus do Araguaia,5889,0,200,200,0.56
2,781,0.56,31/07/2015,19/08/2015,MS,Mato Grosso do Sul,Sete Quedas,10854,0,200,200,0.56
2,781,0.56,27/07/2015,15/10/2015,GO,Goias,Cidade Ocidental,62903,0,200,200,0.56
2,799,0.00,28/07/2015,08/10/2015,GO,Goias,Colinas do Sul,3563,0,0,0,0.00
2,799,0.00,28/07/2015,06/10/2015,GO,Goias,Cristalina,52235,0,0,0,0.00
2,799,0.00,31/07/2015,06/10/2015,GO,Goias,Jussara,19402,0,0,0,0.00
2,799,0.00,31/07/2015,06/10/2015,GO,Goias,Heitorai,3718,0,0,0,0.00
2,799,0.00,31/07/2015,06/10/2015,GO,Goias,Itapirapua,7017,0,0,0,0.00
2,799,0.00,28/07/2015,21/08/2015,GO,Goias,Leopoldo de Bulhoes,8150,0,0,0,0.00
2,799,0.00,29/07/2015,21/08/2015,GO,Goias,Niquelandia,44895,0,0,0,0.00
2,799,0.00,30/07/2015,21/08/2015,GO,Goias,Nova Aurora,2168,0,0,0,0.00
2,799,0.00,31/07/2015,08/10/2015,GO,Goias,Rio Verde,202221,0,0,0,0.00
2,799,0.00,31/07/2015,21/08/2015,GO,Goias,Sanclerlandia,7774,0,0,0,0.00
2,799,0.00,28/07/2015,20/08/2015,GO,Goias,Santa Barbara de Goias,6189,0,0,0,0.00
2,799,0.00,29/07/2015,17/08/2015,GO,Goias,agua Fria de Goias,5451,0,0,0,0.00
2,799,0.00,30/07/2015,16/10/2015,MT,Mato Grosso,Torixoreu,3785,0,0,0,0.00
2,799,0.00,29/07/2015,07/10/2015,GO,Goias,Aurilandia,3553,0,0,0,0.00
2,799,0.00,29/07/2015,07/10/2015,GO,Goias,Aparecida de Goiania,511323,0,0,0,0.00
2,799,0.00,03/08/2015,18/08/2015,GO,Goias,Castelandia,3659,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,GO,Goias,Cachoeira Alta,11517,0,0,0,0.00
2,799,0.00,29/07/2015,20/08/2015,GO,Goias,Terezopolis de Goias,7262,0,0,0,0.00
2,799,0.00,29/07/2015,20/08/2015,GO,Goias,Turvelandia,4829,0,0,0,0.00
2,799,0.00,29/07/2015,20/08/2015,GO,Goias,Varjao,3813,0,0,0,0.00
2,799,0.00,29/07/2015,20/08/2015,GO,Goias,Vianopolis,13343,0,0,0,0.00
2,799,0.00,29/07/2015,09/10/2015,GO,Goias,Vicentinopolis,8053,0,0,0,0.00
2,799,0.00,30/07/2015,19/08/2015,MS,Mato Grosso do Sul,Porto Murtinho,16340,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,MS,Mato Grosso do Sul,Nioaque,14305,0,0,0,0.00
2,799,0.00,29/07/2015,15/09/2015,MS,Mato Grosso do Sul,Nova Alvorada do Sul,19086,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,MS,Mato Grosso do Sul,Paraiso das aguas,5047,0,0,0,0.00
2,799,0.00,30/07/2015,18/08/2015,MS,Mato Grosso do Sul,Paranaiba,41363,0,0,0,0.00
2,799,0.00,31/07/2015,19/08/2015,MS,Mato Grosso do Sul,Sonora,17019,0,0,0,0.00
2,799,0.00,30/07/2015,03/11/2015,MS,Mato Grosso do Sul,Dourados,210218,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,MS,Mato Grosso do Sul,Laguna Carapa,6935,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,MS,Mato Grosso do Sul,Maracaju,42101,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,MS,Mato Grosso do Sul,Miranda,26890,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,MS,Mato Grosso do Sul,Mundo Novo,17773,0,0,0,0.00
2,799,0.00,31/07/2015,06/11/2015,MT,Mato Grosso,Jauru,9482,0,0,0,0.00
2,799,0.00,29/07/2015,17/08/2015,MT,Mato Grosso,Ribeirao Cascalheira,9440,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,RS,Rio Grande do Sul,Tavares,5547,0,0,0,0.00
2,799,0.00,05/08/2015,20/08/2015,RS,Rio Grande do Sul,Sao Jose do Sul,2240,0,0,0,0.00
2,799,0.00,31/07/2015,19/08/2015,RS,Rio Grande do Sul,Santana da Boa Vista,8444,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,RS,Rio Grande do Sul,Sao Vicente do Sul,8771,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,RS,Rio Grande do Sul,Sede Nova,3070,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,RS,Rio Grande do Sul,Senador Salgado Filho,2887,0,0,0,0.00
2,799,0.00,30/07/2015,19/08/2015,MS,Mato Grosso do Sul,Alcinopolis,4961,0,0,0,0.00
2,799,0.00,30/07/2015,19/08/2015,MS,Mato Grosso do Sul,Bataguassu,21463,0,0,0,0.00
2,799,0.00,30/07/2015,16/10/2015,MS,Mato Grosso do Sul,Bonito,20825,0,0,0,0.00
2,799,0.00,30/07/2015,19/08/2015,MS,Mato Grosso do Sul,Brasilandia,11923,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,RS,Rio Grande do Sul,Vale Verde,3420,0,0,0,0.00
2,799,0.00,30/07/2015,18/08/2015,RS,Rio Grande do Sul,Xangri-la,13951,0,0,0,0.00
2,799,0.00,30/07/2015,18/08/2015,RS,Rio Grande do Sul,Vitoria das Missoes,3486,0,0,0,0.00
2,799,0.00,29/07/2015,20/08/2015,RS,Rio Grande do Sul,Jaguarao,28393,0,0,0,0.00
2,799,0.00,29/07/2015,19/08/2015,RS,Rio Grande do Sul,Jaquirana,4167,0,0,0,0.00
2,799,0.00,05/08/2015,19/08/2015,RS,Rio Grande do Sul,Rosario do Sul,40798,0,0,0,0.00
2,799,0.00,30/07/2015,19/08/2015,RS,Rio Grande do Sul,Rolante,20599,0,0,0,0.00
2,799,0.00,07/08/2015,17/08/2015,RS,Rio Grande do Sul,Camaqua,65628,0,0,0,0.00
2,799,0.00,07/08/2015,08/09/2015,RS,Rio Grande do Sul,Bom Principio,12792,0,0,0,0.00
2,799,0.00,07/08/2015,17/08/2015,RS,Rio Grande do Sul,Bom Progresso,2285,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,RS,Rio Grande do Sul,Dom Pedro de Alcantara,2621,0,0,0,0.00
2,799,0.00,29/07/2015,17/08/2015,RS,Rio Grande do Sul,Engenho Velho,1428,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,RS,Rio Grande do Sul,Erval Seco,7834,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,RS,Rio Grande do Sul,Guarani das Missoes,8187,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,RS,Rio Grande do Sul,Hulha Negra,6434,0,0,0,0.00
2,799,0.00,07/08/2015,17/08/2015,RS,Rio Grande do Sul,Augusto Pestana,7175,0,0,0,0.00
2,799,0.00,07/08/2015,08/09/2015,RS,Rio Grande do Sul,Barra do Guarita,3226,0,0,0,0.00
2,799,0.00,07/08/2015,17/08/2015,RS,Rio Grande do Sul,Ametista do Sul,7565,0,0,0,0.00
2,799,0.00,27/07/2015,19/08/2015,SC,Santa Catarina,Santa Rosa de Lima,2122,0,0,0,0.00
2,799,0.00,27/07/2015,19/08/2015,SC,Santa Catarina,Santa Rosa do Sul,8285,0,0,0,0.00
2,799,0.00,27/07/2015,19/08/2015,SC,Santa Catarina,Sao Joaquim,26045,0,0,0,0.00
2,799,0.00,31/07/2015,04/10/2015,PR,Parana,Tres Barras do Parana,12212,0,0,0,0.00
2,799,0.00,31/07/2015,19/08/2015,PR,Parana,Tupassi,8252,0,0,0,0.00
2,799,0.00,01/08/2015,19/08/2015,PR,Parana,Ventania,10934,0,0,0,0.00
2,799,0.00,30/07/2015,18/08/2015,PR,Parana,Doutor Ulysses,5822,0,0,0,0.00
2,799,0.00,31/07/2015,17/08/2015,PR,Parana,Santo Antonio do Sudoeste,19855,0,0,0,0.00
2,799,0.00,31/07/2015,17/08/2015,PR,Parana,Sao Jorge d'Oeste,9307,0,0,0,0.00
2,799,0.00,28/07/2015,18/08/2015,PR,Parana,Sao Jose dos Pinhais,292934,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,PR,Parana,Saudade do Iguacu,5333,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,PR,Parana,Serranopolis do Iguacu,4659,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,PR,Parana,Sertaneja,5771,0,0,0,0.00
2,799,0.00,29/07/2015,15/10/2015,SC,Santa Catarina,Celso Ramos,2784,0,0,0,0.00
2,799,0.00,31/07/2015,18/08/2015,SC,Santa Catarina,Passo de Torres,7681,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,SP,Sao Paulo,Sao Manuel,40200,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,SP,Sao Paulo,Sao Miguel Arcanjo,32696,0,0,0,0.00
2,799,0.00,03/08/2015,20/08/2015,SP,Sao Paulo,Santa Rita do Passa Quatro,27457,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,SP,Sao Paulo,Santa Salete,1517,0,0,0,0.00
2,799,0.00,03/08/2015,20/08/2015,SP,Sao Paulo,Ribeirao dos indios,2247,0,0,0,0.00
2,799,0.00,03/08/2015,20/08/2015,SP,Sao Paulo,Riolandia,11600,0,0,0,0.00
2,799,0.00,07/08/2015,21/08/2015,SP,Sao Paulo,Presidente Alves,4192,0,0,0,0.00
2,799,0.00,07/08/2015,21/08/2015,SP,Sao Paulo,Redencao da Serra,3941,0,0,0,0.00
2,799,0.00,07/08/2015,20/08/2015,SP,Sao Paulo,Ribeira,3418,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,SP,Sao Paulo,Tanabi,25335,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,SP,Sao Paulo,Rubiacea,2950,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,SP,Sao Paulo,Sao Pedro,33966,0,0,0,0.00
2,799,0.00,27/07/2015,17/08/2015,SP,Sao Paulo,Taruma,14027,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,SP,Sao Paulo,Tejupa,4788,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,SP,Sao Paulo,Vera Cruz,11014,0,0,0,0.00
2,799,0.00,28/07/2015,19/08/2015,PR,Parana,Agudos do Sul,8892,0,0,0,0.00
2,799,0.00,07/08/2015,21/08/2015,SP,Sao Paulo,Pirassununga,74128,0,0,0,0.00
2,799,0.00,07/08/2015,18/08/2015,SP,Sao Paulo,Patrocinio Paulista,13959,0,0,0,0.00
2,799,0.00,07/08/2015,21/08/2015,SP,Sao Paulo,Pedreira,45052,0,0,0,0.00
2,799,0.00,07/08/2015,20/08/2015,SP,Sao Paulo,Miguelopolis,21602,0,0,0,0.00
2,799,0.00,07/08/2015,20/08/2015,SP,Sao Paulo,Monte Castelo,4187,0,0,0,0.00
2,799,0.00,07/08/2015,20/08/2015,SP,Sao Paulo,Osvaldo Cruz,32353,0,0,0,0.00
2,799,0.00,05/08/2015,03/11/2015,SP,Sao Paulo,Itobi,7819,0,0,0,0.00
2,799,0.00,29/07/2015,17/08/2015,SP,Sao Paulo,Jose Bonifacio,35197,0,0,0,0.00
2,799,0.00,29/07/2015,17/08/2015,SP,Sao Paulo,Lavrinhas,7002,0,0,0,0.00
2,799,0.00,29/07/2015,17/08/2015,SP,Sao Paulo,Leme,98460,0,0,0,0.00
2,799,0.00,03/08/2015,08/10/2015,SP,Sao Paulo,Lucelia,21059,0,0,0,0.00
2,799,0.00,06/08/2015,18/08/2015,SP,Sao Paulo,Luis Antonio,13046,0,0,0,0.00
2,799,0.00,06/08/2015,19/08/2015,SP,Sao Paulo,Macatuba,16961,0,0,0,0.00
2,799,0.00,06/08/2015,19/08/2015,SP,Sao Paulo,Mairipora,90627,0,0,0,0.00
2,799,0.00,06/08/2015,19/08/2015,SP,Sao Paulo,Maraba Paulista,5345,0,0,0,0.00
2,799,0.00,06/08/2015,19/08/2015,SP,Sao Paulo,Maracai,13878,0,0,0,0.00
2,799,0.00,06/08/2015,19/08/2015,SP,Sao Paulo,Marinopolis,2155,0,0,0,0.00
2,799,0.00,06/08/2015,19/08/2015,SP,Sao Paulo,Martinopolis,25641,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,PR,Parana,Paraiso do Norte,12839,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,PR,Parana,Paranapoema,3016,0,0,0,0.00
2,799,0.00,03/08/2015,24/08/2015,PR,Parana,Quarto Centenario,4855,0,0,0,0.00
2,799,0.00,03/08/2015,20/08/2015,PR,Parana,Rancho Alegre D'Oeste,2850,0,0,0,0.00
2,799,0.00,31/07/2015,18/08/2015,PR,Parana,Santa Cecilia do Pavao,3625,0,0,0,0.00
2,799,0.00,31/07/2015,18/08/2015,PR,Parana,Santa Cruz de Monte Castelo,8194,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,Rio Bonito do Iguacu,13532,0,0,0,0.00
2,799,0.00,31/07/2015,19/08/2015,PR,Parana,Rondon,9441,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,Jardim Olinda,1416,0,0,0,0.00
2,799,0.00,31/07/2015,21/08/2015,PR,Parana,Joaquim Tavora,11447,0,0,0,0.00
2,799,0.00,30/07/2015,20/08/2015,PR,Parana,Jandaia do Sul,21131,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,Japura,9095,0,0,0,0.00
2,799,0.00,30/07/2015,22/09/2015,PR,Parana,Iguaracu,4241,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,Mambore,14017,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,Maria Helena,6007,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,Marilena,7117,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,Marmeleiro,14434,0,0,0,0.00
2,799,0.00,03/08/2015,20/08/2015,PR,Parana,Marquinho,4917,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,PR,Parana,Marumbi,4750,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,PR,Parana,Missal,10830,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,PR,Parana,Moreira Sales,12754,0,0,0,0.00
2,799,0.00,03/08/2015,14/09/2015,PR,Parana,Morretes,16381,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,PR,Parana,Nova Esperanca,27783,0,0,0,0.00
2,799,0.00,29/07/2015,21/08/2015,PR,Parana,Clevelandia,17436,0,0,0,0.00
2,799,0.00,29/07/2015,18/08/2015,PR,Parana,Douradina,8120,0,0,0,0.00
2,799,0.00,30/07/2015,15/09/2015,PR,Parana,Inaja,3110,0,0,0,0.00
2,799,0.00,30/07/2015,22/09/2015,PR,Parana,Indianopolis,4469,0,0,0,0.00
2,799,0.00,30/07/2015,19/08/2015,PR,Parana,Ipiranga,14895,0,0,0,0.00
2,799,0.00,30/07/2015,20/08/2015,PR,Parana,Itambaraca,6869,0,0,0,0.00
2,799,0.00,29/07/2015,22/10/2015,PR,Parana,Cascavel,309259,0,0,0,0.00
2,799,0.00,29/07/2015,21/08/2015,PR,Parana,Cerro Azul,17689,0,0,0,0.00
2,799,0.00,29/07/2015,08/10/2015,PR,Parana,Cianorte,76456,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,Cantagalo,13424,0,0,0,0.00
2,799,0.00,31/07/2015,09/10/2015,PR,Parana,Capanema,19229,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,Bituruna,16448,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,Anahy,2922,0,0,0,0.00
2,799,0.00,31/07/2015,20/08/2015,PR,Parana,angulo,2959,0,0,0,0.00
2,799,0.00,06/08/2015,19/08/2015,RJ,Rio de Janeiro,Sao Jose do Vale do Rio Preto,20812,0,0,0,0.00
2,799,0.00,06/08/2015,19/08/2015,RJ,Rio de Janeiro,Silva Jardim,21336,0,0,0,0.00
2,799,0.00,04/08/2015,03/11/2015,RJ,Rio de Janeiro,Sao Joao de Meriti,460711,0,0,0,0.00
2,799,0.00,07/08/2015,19/08/2015,RJ,Rio de Janeiro,Sao Francisco de Itabapoana,41343,0,0,0,0.00
2,799,0.00,07/08/2015,17/08/2015,RJ,Rio de Janeiro,Porciuncula,18293,0,0,0,0.00
2,799,0.00,07/08/2015,16/09/2015,RJ,Rio de Janeiro,Porto Real,17970,0,0,0,0.00
2,799,0.00,07/08/2015,18/08/2015,RJ,Rio de Janeiro,Quatis,13415,0,0,0,0.00
2,799,0.00,06/08/2015,17/08/2015,RJ,Rio de Janeiro,Paracambi,49120,0,0,0,0.00
2,799,0.00,07/08/2015,18/08/2015,RJ,Rio de Janeiro,Rio Bonito,57284,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,SP,Sao Paulo,Altair,4035,0,0,0,0.00
2,799,0.00,06/08/2015,20/08/2015,RJ,Rio de Janeiro,Tres Rios,78998,0,0,0,0.00
2,799,0.00,06/08/2015,20/08/2015,RJ,Rio de Janeiro,Varre-Sai,9966,0,0,0,0.00
2,799,0.00,31/07/2015,16/10/2015,SP,Sao Paulo,Avai,5243,0,0,0,0.00
2,799,0.00,28/07/2015,17/08/2015,SP,Sao Paulo,Aluminio,17924,0,0,0,0.00
2,799,0.00,30/07/2015,04/11/2015,SP,Sao Paulo,Anhembi,6215,0,0,0,0.00
2,799,0.00,17/08/2015,10/11/2015,SP,Sao Paulo,Arapei,2532,0,0,0,0.00
2,799,0.00,04/08/2015,17/08/2015,SP,Sao Paulo,Cardoso,12257,0,0,0,0.00
2,799,0.00,06/08/2015,17/08/2015,SP,Sao Paulo,Elisiario,3406,0,0,0,0.00
2,799,0.00,04/08/2015,16/10/2015,SP,Sao Paulo,Brejo Alegre,2746,0,0,0,0.00
2,799,0.00,04/08/2015,06/11/2015,SP,Sao Paulo,Brotas,23192,0,0,0,0.00
2,799,0.00,04/08/2015,16/10/2015,SP,Sao Paulo,Cafelandia,17424,0,0,0,0.00
2,799,0.00,04/08/2015,17/08/2015,SP,Sao Paulo,Campina do Monte Alegre,5869,0,0,0,0.00
2,799,0.00,05/08/2015,16/10/2015,SP,Sao Paulo,Guara,20823,0,0,0,0.00
2,799,0.00,27/07/2015,19/08/2015,SP,Sao Paulo,Indiana,4946,0,0,0,0.00
2,799,0.00,03/08/2015,17/08/2015,SP,Sao Paulo,Ibiuna,75845,0,0,0,0.00
2,799,0.00,04/08/2015,17/08/2015,ES,Espirito Santo,Marechal Floriano,15910,0,0,0,0.00
2,799,0.00,04/08/2015,17/08/2015,ES,Espirito Santo,Marilandia,12224,0,0,0,0.00
2,799,0.00,04/08/2015,15/10/2015,ES,Espirito Santo,Mucurici,5897,0,0,0,0.00
2,799,0.00,04/08/2015,17/08/2015,ES,Espirito Santo,Pedro Canario,25916,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,ES,Espirito Santo,Itapemirim,33952,0,0,0,0.00
2,799,0.00,03/08/2015,21/08/2015,ES,Espirito Santo,Itarana,11319,0,0,0,0.00
2,799,0.00,04/08/2015,21/08/2015,ES,Espirito Santo,Guacui,30417,0,0,0,0.00
2,799,0.00,04/08/2015,21/08/2015,ES,Espirito Santo,Ibatiba,24913,0,0,0,0.00
2,799,0.00,04/08/2015,21/08/2015,ES,Espirito Santo,Ibitirama,9393,0,0,0,0.00
2,799,0.00,01/08/2015,05/11/2015,MG,Minas Gerais,Varzelandia,19690,0,0,0,0.00
