rodada,posicao_ebt,nota,dt_inicio_avaliacao,dt_fim_avaliacao,uf,nome_uf,municipio,populacao,pontos_resposta_perguntas,pontos_transp_passiva,total_pontos,nota_1
1,188,0.00,19/01/2015,10/03/2015,MG,Minas Gerais,Silvianopolis,6266,0,0,0,0.00
1,188,0.00,16/01/2015,10/03/2015,MG,Minas Gerais,Sao Vicente de Minas,7487,0,0,0,0.00
1,188,0.00,16/01/2015,10/03/2015,MG,Minas Gerais,Senhora dos Remedios,10565,0,0,0,0.00
1,188,0.00,16/01/2015,10/03/2015,MG,Minas Gerais,Serra Azul de Minas,4358,0,0,0,0.00
1,188,0.00,16/01/2015,10/03/2015,MG,Minas Gerais,Serrania,7787,0,0,0,0.00
1,188,0.00,19/01/2015,10/03/2015,MG,Minas Gerais,Virginia,8865,0,0,0,0.00
1,188,0.00,19/01/2015,05/03/2015,MS,Mato Grosso do Sul,Camapua,13751,0,0,0,0.00
1,188,0.00,19/01/2015,05/03/2015,MS,Mato Grosso do Sul,Costa Rica,19175,0,0,0,0.00
1,188,0.00,19/01/2015,05/03/2015,MS,Mato Grosso do Sul,Fatima do Sul,19240,0,0,0,0.00
1,188,0.00,19/01/2015,06/03/2015,MS,Mato Grosso do Sul,Miranda,26890,0,0,0,0.00
1,188,0.00,20/01/2015,06/03/2015,MS,Mato Grosso do Sul,Sonora,17019,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,MG,Minas Gerais,Sao Joao Batista do Gloria,7292,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,MG,Minas Gerais,Sao Joao do Oriente,7925,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,MG,Minas Gerais,Sao Jose da Lapa,21905,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,MG,Minas Gerais,Sao Pedro da Uniao,5016,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,MG,Minas Gerais,Sao Roque de Minas,7005,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,MG,Minas Gerais,Sao Tiago,10986,0,0,0,0.00
1,188,0.00,26/01/2015,17/03/2015,MG,Minas Gerais,Olaria,1935,0,0,0,0.00
1,188,0.00,13/01/2015,16/03/2015,MG,Minas Gerais,Paiva,1587,0,0,0,0.00
1,188,0.00,26/01/2015,17/03/2015,MG,Minas Gerais,Munhoz,6327,0,0,0,0.00
1,188,0.00,13/01/2015,16/03/2015,MG,Minas Gerais,Pedrinopolis,3638,0,0,0,0.00
1,188,0.00,13/01/2015,16/03/2015,MG,Minas Gerais,Periquito,7126,0,0,0,0.00
1,188,0.00,14/01/2015,16/03/2015,MG,Minas Gerais,Pimenta,8619,0,0,0,0.00
1,188,0.00,14/01/2015,16/03/2015,MG,Minas Gerais,Pratapolis,8952,0,0,0,0.00
1,188,0.00,14/01/2015,16/03/2015,MG,Minas Gerais,Queluzito,1940,0,0,0,0.00
1,188,0.00,14/01/2015,16/03/2015,MG,Minas Gerais,Rio do Prado,5324,0,0,0,0.00
1,188,0.00,14/01/2015,16/03/2015,MG,Minas Gerais,Rio Novo,9032,0,0,0,0.00
1,188,0.00,14/01/2015,16/03/2015,MG,Minas Gerais,Romaria,3664,0,0,0,0.00
1,188,0.00,14/01/2015,17/03/2015,MG,Minas Gerais,Santa Cruz de Minas,8365,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,MG,Minas Gerais,Santa Rita de Jacutinga,5077,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,MG,Minas Gerais,Santo Antonio do Grama,4120,0,0,0,0.00
1,188,0.00,21/01/2015,17/03/2015,PB,Paraiba,Pedra Branca,3791,0,0,0,0.00
1,188,0.00,27/01/2015,17/03/2015,PB,Paraiba,Sao Jose do Brejo do Cruz,1767,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,MT,Mato Grosso,Torixoreu,3785,0,0,0,0.00
1,188,0.00,21/01/2015,16/03/2015,PB,Paraiba,Mari,21703,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,PA,Para,Sapucaia,5492,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,PA,Para,Terra Alta,10973,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,PA,Para,Vitoria do Xingu,14242,0,0,0,0.00
1,188,0.00,20/01/2015,16/03/2015,PB,Paraiba,Algodao de Jandaira,2461,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,PA,Para,Brejo Grande do Araguaia,7258,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,PA,Para,Cachoeira do Piria,30430,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,PA,Para,Concordia do Para,30801,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,PA,Para,Nova Timboteua,14472,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,PA,Para,Pacaja,43930,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,PA,Para,Pau D'Arco,5637,0,0,0,0.00
1,188,0.00,20/01/2015,05/03/2015,MT,Mato Grosso,Santo Afonso,3032,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,MT,Mato Grosso,Serra Nova Dourada,1492,0,0,0,0.00
1,188,0.00,20/01/2015,05/03/2015,MT,Mato Grosso,General Carneiro,5267,0,0,0,0.00
1,188,0.00,14/01/2015,18/03/2015,RJ,Rio de Janeiro,Silva Jardim,21336,0,0,0,0.00
1,188,0.00,14/01/2015,18/03/2015,RJ,Rio de Janeiro,Sumidouro,15099,0,0,0,0.00
1,188,0.00,14/01/2015,17/03/2015,RN,Rio Grande do Norte,Espirito Santo,10739,0,0,0,0.00
1,188,0.00,13/01/2015,17/03/2015,RN,Rio Grande do Norte,Jardim de Piranhas,14476,0,0,0,0.00
1,188,0.00,13/01/2015,13/03/2015,RN,Rio Grande do Norte,Jose da Penha,6049,0,0,0,0.00
1,188,0.00,13/01/2015,13/03/2015,RN,Rio Grande do Norte,Jundia,3821,0,0,0,0.00
1,188,0.00,13/01/2015,13/03/2015,RN,Rio Grande do Norte,Lagoa de Velhos,2762,0,0,0,0.00
1,188,0.00,14/01/2015,13/03/2015,RN,Rio Grande do Norte,Montanhas,11608,0,0,0,0.00
1,188,0.00,01/04/2015,24/04/2015,PR,Parana,Santa Cecilia do Pavao,3625,0,0,0,0.00
1,188,0.00,14/01/2015,18/03/2015,PR,Parana,Santa Cruz de Monte Castelo,8194,0,0,0,0.00
1,188,0.00,15/01/2015,18/03/2015,PR,Parana,Santa Mariana,12496,0,0,0,0.00
1,188,0.00,15/01/2015,18/03/2015,PR,Parana,Sao Jorge d'Oeste,9307,0,0,0,0.00
1,188,0.00,15/01/2015,18/03/2015,PR,Parana,Saudade do Iguacu,5333,0,0,0,0.00
1,188,0.00,15/01/2015,18/03/2015,PR,Parana,Siqueira Campos,19881,0,0,0,0.00
1,188,0.00,15/01/2015,18/03/2015,PR,Parana,Tupassi,8252,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,RJ,Rio de Janeiro,Armacao dos Buzios,30439,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,RJ,Rio de Janeiro,Itatiaia,29996,0,0,0,0.00
1,188,0.00,09/02/2015,17/03/2015,PR,Parana,Iguaracu,4241,0,0,0,0.00
1,188,0.00,09/02/2015,17/03/2015,PR,Parana,Ipiranga,14895,0,0,0,0.00
1,188,0.00,09/02/2015,17/03/2015,PR,Parana,Ivaipora,32705,0,0,0,0.00
1,188,0.00,09/02/2015,17/03/2015,PR,Parana,Japura,9095,0,0,0,0.00
1,188,0.00,04/02/2015,17/03/2015,PR,Parana,Grandes Rios,6425,0,0,0,0.00
1,188,0.00,05/02/2015,17/03/2015,PR,Parana,Guaira,32394,0,0,0,0.00
1,188,0.00,31/03/2015,23/04/2015,PR,Parana,Jardim Olinda,1416,0,0,0,0.00
1,188,0.00,01/04/2015,24/04/2015,PR,Parana,Maria Helena,6007,0,0,0,0.00
1,188,0.00,01/04/2015,24/04/2015,PR,Parana,Missal,10830,0,0,0,0.00
1,188,0.00,01/04/2015,24/04/2015,PR,Parana,Moreira Sales,12754,0,0,0,0.00
1,188,0.00,01/04/2015,24/04/2015,PR,Parana,Nova Esperanca,27783,0,0,0,0.00
1,188,0.00,01/04/2015,24/04/2015,PR,Parana,Paraiso do Norte,12839,0,0,0,0.00
1,188,0.00,01/04/2015,24/04/2015,PR,Parana,Perobal,5960,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PE,Pernambuco,Tamandare,22323,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PE,Pernambuco,Vertente do Lerio,7802,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,agua Branca,16944,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Boqueirao do Piaui,6359,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Caracol,10588,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Caridade do Piaui,4974,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Guadalupe,10340,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Guaribas,4472,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Ilha Grande,9176,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Joao Costa,2968,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Lagoa do Barro do Piaui,4570,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Madeiro,8075,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Miguel Alves,32993,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Nossa Senhora dos Remedios,8457,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Oeiras,36266,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Paqueta,3909,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PI,Piaui,Paulistana,20133,0,0,0,0.00
1,188,0.00,03/02/2015,17/03/2015,PI,Piaui,Porto Alegre do Piaui,2637,0,0,0,0.00
1,188,0.00,04/02/2015,17/03/2015,PI,Piaui,Santo Antonio de Lisboa,6215,0,0,0,0.00
1,188,0.00,04/02/2015,17/03/2015,PI,Piaui,Sao Jose do Piaui,6615,0,0,0,0.00
1,188,0.00,05/02/2015,17/03/2015,PI,Piaui,Sao Pedro do Piaui,13956,0,0,0,0.00
1,188,0.00,20/01/2015,17/03/2015,PE,Pernambuco,Calcado,11179,0,0,0,0.00
1,188,0.00,23/01/2015,17/03/2015,PE,Pernambuco,Calumbi,5749,0,0,0,0.00
1,188,0.00,20/01/2015,17/03/2015,PE,Pernambuco,Camocim de Sao Felix,18138,0,0,0,0.00
1,188,0.00,20/01/2015,17/03/2015,PE,Pernambuco,Jurema,15112,0,0,0,0.00
1,188,0.00,20/01/2015,17/03/2015,PE,Pernambuco,Nazare da Mata,31951,0,0,0,0.00
1,188,0.00,12/02/2015,16/03/2015,PE,Pernambuco,Sao Vicente Ferrer,17688,0,0,0,0.00
1,188,0.00,06/02/2015,17/03/2015,PI,Piaui,Varzea Branca,4899,0,0,0,0.00
1,188,0.00,06/02/2015,27/03/2015,PI,Piaui,Varzea Grande,4339,0,0,0,0.00
1,188,0.00,06/02/2015,17/03/2015,PI,Piaui,Vera Mendes,3023,0,0,0,0.00
1,188,0.00,06/02/2015,17/03/2015,PR,Parana,Amapora,5885,0,0,0,0.00
1,188,0.00,09/02/2015,17/03/2015,PR,Parana,Anahy,2922,0,0,0,0.00
1,188,0.00,09/02/2015,17/03/2015,PR,Parana,angulo,2959,0,0,0,0.00
1,188,0.00,09/02/2015,17/03/2015,PR,Parana,Brasilandia do Sul,3086,0,0,0,0.00
1,188,0.00,29/01/2015,17/03/2015,PR,Parana,Campina da Lagoa,15353,0,0,0,0.00
1,188,0.00,30/01/2015,17/03/2015,PR,Parana,Capanema,19229,0,0,0,0.00
1,188,0.00,02/02/2015,17/03/2015,PR,Parana,Cerro Azul,17689,0,0,0,0.00
1,188,0.00,03/02/2015,17/03/2015,PR,Parana,Clevelandia,17436,0,0,0,0.00
1,188,0.00,04/02/2015,17/03/2015,PR,Parana,Cruzeiro do Sul,4646,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,AL,Alagoas,Major Isidoro,19963,0,0,0,0.00
1,188,0.00,20/01/2015,17/03/2015,AL,Alagoas,Murici,28201,0,0,0,0.00
1,188,0.00,20/01/2015,17/03/2015,AL,Alagoas,Olho d'agua das Flores,21572,0,0,0,0.00
1,188,0.00,20/01/2015,17/03/2015,AL,Alagoas,Ouro Branco,11484,0,0,0,0.00
1,188,0.00,15/01/2015,17/03/2015,AL,Alagoas,Cajueiro,21261,0,0,0,0.00
1,188,0.00,13/01/2015,17/03/2015,AC,Acre,Acrelandia,13613,0,0,0,0.00
1,188,0.00,14/01/2015,17/03/2015,AC,Acre,Feijo,32398,0,0,0,0.00
1,188,0.00,19/01/2015,17/03/2015,AL,Alagoas,Satuba,13241,0,0,0,0.00
1,188,0.00,19/01/2015,17/03/2015,AL,Alagoas,Senador Rui Palmeira,13839,0,0,0,0.00
1,188,0.00,31/03/2015,23/04/2015,AP,Amapa,Macapa,446757,0,0,0,0.00
1,188,0.00,14/01/2015,17/03/2015,AP,Amapa,Mazagao,19157,0,0,0,0.00
1,188,0.00,14/01/2015,17/03/2015,AP,Amapa,Vitoria do Jari,14045,0,0,0,0.00
1,188,0.00,27/01/2015,18/03/2015,BA,Bahia,Curaca,34974,0,0,0,0.00
1,188,0.00,03/02/2015,18/03/2015,BA,Bahia,Ipecaeta,15634,0,0,0,0.00
1,188,0.00,26/01/2015,18/03/2015,BA,Bahia,Baianopolis,14126,0,0,0,0.00
1,188,0.00,16/01/2015,17/03/2015,AM,Amazonas,Careiro,35938,0,0,0,0.00
1,188,0.00,26/01/2015,18/03/2015,BA,Bahia,Caldeirao Grande,13555,0,0,0,0.00
1,188,0.00,26/01/2015,18/03/2015,BA,Bahia,Capela do Alto Alegre,12123,0,0,0,0.00
1,188,0.00,26/01/2015,18/03/2015,BA,Bahia,Caturama,9762,0,0,0,0.00
1,188,0.00,21/01/2015,13/03/2015,BA,Bahia,Retirolandia,13209,0,0,0,0.00
1,188,0.00,21/01/2015,13/03/2015,BA,Bahia,Rio do Antonio,15530,0,0,0,0.00
1,188,0.00,21/01/2015,13/03/2015,BA,Bahia,Pocoes,48655,0,0,0,0.00
1,188,0.00,27/01/2015,18/03/2015,BA,Bahia,Medeiros Neto,23420,0,0,0,0.00
1,188,0.00,06/02/2015,17/03/2015,BA,Bahia,Tanquinho,8532,0,0,0,0.00
1,188,0.00,06/02/2015,17/03/2015,BA,Bahia,Varzea do Poco,9364,0,0,0,0.00
1,188,0.00,06/02/2015,17/03/2015,CE,Ceara,Alcantaras,11247,0,0,0,0.00
1,188,0.00,06/02/2015,17/03/2015,CE,Ceara,Assare,23058,0,0,0,0.00
1,188,0.00,22/01/2015,13/03/2015,BA,Bahia,Sao Felix do Coribe,15548,0,0,0,0.00
1,188,0.00,22/01/2015,13/03/2015,BA,Bahia,Sao Miguel das Matas,11963,0,0,0,0.00
1,188,0.00,22/01/2015,13/03/2015,BA,Bahia,Santa Barbara,20635,0,0,0,0.00
1,188,0.00,06/02/2015,16/03/2015,BA,Bahia,Sobradinho,23511,0,0,0,0.00
1,188,0.00,12/02/2015,17/03/2015,CE,Ceara,Catunda,10257,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,ES,Espirito Santo,Conceicao da Barra,30895,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,ES,Espirito Santo,Itapemirim,33952,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,ES,Espirito Santo,Laranja da Terra,11428,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,ES,Espirito Santo,Marilandia,12224,0,0,0,0.00
1,188,0.00,13/02/2015,17/03/2015,CE,Ceara,Guaiuba,25581,0,0,0,0.00
1,188,0.00,13/02/2015,17/03/2015,CE,Ceara,Ibiapina,24555,0,0,0,0.00
1,188,0.00,13/02/2015,17/03/2015,CE,Ceara,Independencia,25952,0,0,0,0.00
1,188,0.00,13/02/2015,17/03/2015,CE,Ceara,Jaguaretama,18018,0,0,0,0.00
1,188,0.00,06/02/2015,17/03/2015,CE,Ceara,Marco,26219,0,0,0,0.00
1,188,0.00,13/02/2015,17/03/2015,CE,Ceara,Martinopole,10796,0,0,0,0.00
1,188,0.00,13/02/2015,17/03/2015,CE,Ceara,Paraipaba,31705,0,0,0,0.00
1,188,0.00,13/02/2015,17/03/2015,CE,Ceara,Tamboril,25635,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,CE,Ceara,Tejucuoca,18301,0,0,0,0.00
1,188,0.00,24/01/2015,21/02/2015,CE,Ceara,Ubajara,33505,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,CE,Ceara,Umari,7662,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,ES,Espirito Santo,Baixo Guandu,31298,0,0,0,0.00
1,188,0.00,24/02/2015,19/03/2015,MG,Minas Gerais,Alvinopolis,15630,0,0,0,0.00
1,188,0.00,24/02/2015,19/03/2015,MG,Minas Gerais,Amparo do Serra,4997,0,0,0,0.00
1,188,0.00,26/01/2015,04/03/2015,MG,Minas Gerais,Bicas,14342,0,0,0,0.00
1,188,0.00,27/01/2015,04/03/2015,MG,Minas Gerais,Bom Despacho,48802,0,0,0,0.00
1,188,0.00,27/01/2015,04/03/2015,MG,Minas Gerais,Bom Jesus da Penha,4121,0,0,0,0.00
1,188,0.00,27/01/2015,05/03/2015,MG,Minas Gerais,Borda da Mata,18481,0,0,0,0.00
1,188,0.00,27/01/2015,05/03/2015,MG,Minas Gerais,Cachoeira Dourada,2645,0,0,0,0.00
1,188,0.00,27/01/2015,05/03/2015,MG,Minas Gerais,Campo Florido,7562,0,0,0,0.00
1,188,0.00,26/01/2015,16/03/2015,MG,Minas Gerais,Guidoval,7341,0,0,0,0.00
1,188,0.00,27/01/2015,16/03/2015,MG,Minas Gerais,Ibitiura de Minas,3512,0,0,0,0.00
1,188,0.00,27/01/2015,16/03/2015,MG,Minas Gerais,Igaratinga,10144,0,0,0,0.00
1,188,0.00,26/01/2015,16/03/2015,MG,Minas Gerais,Inimutaba,7349,0,0,0,0.00
1,188,0.00,26/01/2015,16/03/2015,MG,Minas Gerais,Jose Goncalves de Minas,4650,0,0,0,0.00
1,188,0.00,26/01/2015,16/03/2015,MG,Minas Gerais,Lagoa da Prata,49654,0,0,0,0.00
1,188,0.00,26/01/2015,17/03/2015,MG,Minas Gerais,Mata Verde,8363,0,0,0,0.00
1,188,0.00,26/01/2015,17/03/2015,MG,Minas Gerais,Minas Novas,31864,0,0,0,0.00
1,188,0.00,26/01/2015,17/03/2015,MG,Minas Gerais,Moeda,4903,0,0,0,0.00
1,188,0.00,26/01/2015,17/03/2015,MG,Minas Gerais,Monjolos,2365,0,0,0,0.00
1,188,0.00,26/01/2015,17/03/2015,MG,Minas Gerais,Montalvania,15875,0,0,0,0.00
1,188,0.00,27/01/2015,06/03/2015,MG,Minas Gerais,Claro dos Pocoes,7885,0,0,0,0.00
1,188,0.00,28/01/2015,06/03/2015,MG,Minas Gerais,Coluna,9195,0,0,0,0.00
1,188,0.00,28/01/2015,06/03/2015,MG,Minas Gerais,Comendador Gomes,3105,0,0,0,0.00
1,188,0.00,28/01/2015,06/03/2015,MG,Minas Gerais,Comercinho,7962,0,0,0,0.00
1,188,0.00,28/01/2015,06/03/2015,MG,Minas Gerais,Conceicao da Barra de Minas,4055,0,0,0,0.00
1,188,0.00,28/01/2015,06/03/2015,MG,Minas Gerais,Coromandel,28428,0,0,0,0.00
1,188,0.00,28/01/2015,06/03/2015,MG,Minas Gerais,Coronel Pacheco,3101,0,0,0,0.00
1,188,0.00,28/01/2015,06/03/2015,MG,Minas Gerais,Couto de Magalhaes de Minas,4395,0,0,0,0.00
1,188,0.00,28/01/2015,06/03/2015,MG,Minas Gerais,Descoberto,4989,0,0,0,0.00
1,188,0.00,28/01/2015,05/03/2015,MG,Minas Gerais,Dores de Guanhaes,5335,0,0,0,0.00
1,188,0.00,28/01/2015,05/03/2015,MG,Minas Gerais,Estiva,11329,0,0,0,0.00
1,188,0.00,28/01/2015,05/03/2015,MG,Minas Gerais,Francisco Dumont,5130,0,0,0,0.00
1,188,0.00,26/01/2015,15/03/2015,MG,Minas Gerais,Fronteira dos Vales,4765,0,0,0,0.00
1,188,0.00,26/01/2015,15/03/2015,MG,Minas Gerais,Goiabeira,3253,0,0,0,0.00
1,188,0.00,26/01/2015,16/03/2015,MG,Minas Gerais,Goiana,3876,0,0,0,0.00
1,188,0.00,02/02/2015,19/03/2015,GO,Goias,Ouro Verde de Goias,4039,0,0,0,0.00
1,188,0.00,02/02/2015,19/03/2015,GO,Goias,Piracanjuba,24768,0,0,0,0.00
1,188,0.00,03/02/2015,19/03/2015,GO,Goias,Santa Barbara de Goias,6189,0,0,0,0.00
1,188,0.00,03/02/2015,18/03/2015,GO,Goias,Santa Helena de Goias,38188,0,0,0,0.00
1,188,0.00,03/02/2015,18/03/2015,GO,Goias,Terezopolis de Goias,7262,0,0,0,0.00
1,188,0.00,03/02/2015,18/03/2015,GO,Goias,Vicentinopolis,8053,0,0,0,0.00
1,188,0.00,02/02/2015,18/03/2015,MA,Maranhao,Altamira do Maranhao,11699,0,0,0,0.00
1,188,0.00,03/02/2015,18/03/2015,MA,Maranhao,Boa Vista do Gurupi,8816,0,0,0,0.00
1,188,0.00,02/02/2015,18/03/2015,MA,Maranhao,Bom Lugar,15655,0,0,0,0.00
1,188,0.00,03/02/2015,18/03/2015,MA,Maranhao,Carutapera,23021,0,0,0,0.00
1,188,0.00,27/01/2015,16/03/2015,MA,Maranhao,Coelho Neto,48078,0,0,0,0.00
1,188,0.00,28/01/2015,16/03/2015,MA,Maranhao,Fortaleza dos Nogueiras,12360,0,0,0,0.00
1,188,0.00,30/01/2015,16/03/2015,MA,Maranhao,Jenipapo dos Vieiras,16015,0,0,0,0.00
1,188,0.00,30/01/2015,16/03/2015,MA,Maranhao,Joao Lisboa,23338,0,0,0,0.00
1,188,0.00,02/02/2015,16/03/2015,MA,Maranhao,Lago da Pedra,48511,0,0,0,0.00
1,188,0.00,02/02/2015,16/03/2015,MA,Maranhao,Matoes do Norte,15758,0,0,0,0.00
1,188,0.00,27/01/2015,16/03/2015,MA,Maranhao,Olinda Nova do Maranhao,14110,0,0,0,0.00
1,188,0.00,28/01/2015,16/03/2015,MA,Maranhao,Passagem Franca,18387,0,0,0,0.00
1,188,0.00,28/01/2015,16/03/2015,MA,Maranhao,Rosario,41349,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,MA,Maranhao,Sao Domingos do Maranhao,33716,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,MA,Maranhao,Sao Francisco do Maranhao,11961,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,MA,Maranhao,Sao Joao do Caru,15558,0,0,0,0.00
1,188,0.00,01/04/2015,24/04/2015,MA,Maranhao,Sao Luis,1064197,0,0,0,0.00
1,188,0.00,29/01/2015,16/03/2015,MA,Maranhao,Serrano do Maranhao,10758,0,0,0,0.00
1,188,0.00,24/02/2015,19/03/2015,MG,Minas Gerais,Albertina,3025,0,0,0,0.00
1,188,0.00,29/01/2015,17/03/2015,GO,Goias,Crixas,16592,0,0,0,0.00
1,188,0.00,29/01/2015,17/03/2015,GO,Goias,Damianopolis,3383,0,0,0,0.00
1,188,0.00,29/01/2015,17/03/2015,GO,Goias,Barro Alto,9820,0,0,0,0.00
1,188,0.00,29/01/2015,17/03/2015,GO,Goias,Britania,5748,0,0,0,0.00
1,188,0.00,29/01/2015,17/03/2015,GO,Goias,Caiaponia,17962,0,0,0,0.00
1,188,0.00,24/02/2015,19/03/2015,MG,Minas Gerais,Arinos,18210,0,0,0,0.00
1,188,0.00,24/02/2015,19/03/2015,MG,Minas Gerais,Bambui,23759,0,0,0,0.00
1,188,0.00,24/02/2015,19/03/2015,MG,Minas Gerais,Bandeira,5039,0,0,0,0.00
1,188,0.00,03/02/2015,19/03/2015,GO,Goias,Guarinos,2177,0,0,0,0.00
1,188,0.00,27/02/2015,22/03/2015,GO,Goias,Heitorai,3718,0,0,0,0.00
1,188,0.00,02/02/2015,20/03/2015,GO,Goias,Itaruma,6777,0,0,0,0.00
1,188,0.00,02/02/2015,19/03/2015,GO,Goias,Jussara,19402,0,0,0,0.00
2,1,10.00,30/07/2015,11/09/2015,RO,Rondonia,Cacaulandia,6318,1000,2700,3600,10.00
2,1,10.00,28/07/2015,03/11/2015,AC,Acre,Rio Branco,363928,1000,2700,3600,10.00
2,1,10.00,05/08/2015,06/10/2015,PB,Paraiba,Joao Pessoa,780738,1000,2700,3600,10.00
2,1,10.00,07/08/2015,15/09/2015,PB,Paraiba,Marcacao,8241,1000,2700,3600,10.00
2,1,10.00,28/07/2015,16/10/2015,PB,Paraiba,Uirauna,15147,1000,2700,3600,10.00
2,1,10.00,05/08/2015,06/10/2015,PE,Pernambuco,Recife,1608488,1000,2700,3600,10.00
2,1,10.00,17/08/2015,15/09/2015,PE,Pernambuco,Sao Vicente Ferrer,17688,1000,2700,3600,10.00
2,1,10.00,03/08/2015,26/10/2015,PE,Pernambuco,Serra Talhada,83712,1000,2700,3600,10.00
2,1,10.00,04/08/2015,01/10/2015,RJ,Rio de Janeiro,Niteroi,495470,1000,2700,3600,10.00
2,1,10.00,04/08/2015,08/10/2015,RJ,Rio de Janeiro,Resende,124316,1000,2700,3600,10.00
2,1,10.00,28/07/2015,06/11/2015,SP,Sao Paulo,Altinopolis,16159,1000,2700,3600,10.00
2,1,10.00,29/07/2015,07/10/2015,SP,Sao Paulo,Franca,339461,1000,2700,3600,10.00
2,1,10.00,04/08/2015,08/10/2015,SP,Sao Paulo,Limeira,294128,1000,2700,3600,10.00
2,1,10.00,03/08/2015,03/11/2015,SP,Sao Paulo,Sao Paulo,11895893,1000,2700,3600,10.00
2,1,10.00,05/08/2015,24/10/2015,SP,Sao Paulo,Tiete,39765,1000,2700,3600,10.00
2,1,10.00,28/07/2015,06/10/2015,PR,Parana,Curitiba,1864416,1000,2700,3600,10.00
2,1,10.00,30/07/2015,18/08/2015,SC,Santa Catarina,aguas Frias,2419,1000,2700,3600,10.00
2,1,10.00,30/07/2015,14/10/2015,SC,Santa Catarina,Apiuna,10211,1000,2700,3600,10.00
2,1,10.00,29/07/2015,18/08/2015,SC,Santa Catarina,Correia Pinto,14063,1000,2700,3600,10.00
2,1,10.00,31/07/2015,14/10/2015,SC,Santa Catarina,Frei Rogerio,2301,1000,2700,3600,10.00
2,1,10.00,31/07/2015,17/08/2015,SC,Santa Catarina,Imbuia,5993,1000,2700,3600,10.00
2,1,10.00,31/07/2015,18/08/2015,SC,Santa Catarina,Papanduva,18681,1000,2700,3600,10.00
2,1,10.00,30/07/2015,18/08/2015,SC,Santa Catarina,Presidente Getulio,16210,1000,2700,3600,10.00
2,1,10.00,27/07/2015,19/08/2015,SC,Santa Catarina,Salto Veloso,4536,1000,2700,3600,10.00
2,1,10.00,27/07/2015,19/08/2015,SC,Santa Catarina,Sao Miguel da Boa Vista,1885,1000,2700,3600,10.00
2,1,10.00,27/07/2015,19/08/2015,SC,Santa Catarina,Tunapolis,4644,1000,2700,3600,10.00
2,1,10.00,27/07/2015,19/08/2015,SC,Santa Catarina,Vargeao,3590,1000,2700,3600,10.00
